configuration_path,shape_and_values,optional,constraints,source
$.outbounds[] (Outbound){oneOf:15}.interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/group.go#L14
$.outbounds[] (Outbound){oneOf:15}.outbounds,"{""items"":{""type"":""string""},""type"":""array""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/group.go#L12
$.outbounds[] (Outbound){oneOf:15}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:15}.tolerance,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/group.go#L15
$.outbounds[] (Outbound){oneOf:15}.type,"{""const"":""urltest""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:15}.url,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/group.go#L13
$.outbounds[] (Outbound){oneOf:16}.bind_address_no_port,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L72
$.outbounds[] (Outbound){oneOf:16}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L69
$.outbounds[] (Outbound){oneOf:16}.connect_timeout,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L77
$.outbounds[] (Outbound){oneOf:16}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L68
$.outbounds[] (Outbound){oneOf:16}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L80
$.outbounds[] (Outbound){oneOf:16}.domain_resolver,"{""$ref"":""#/$defs/DomainResolveOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L85
$.outbounds[] (Outbound){oneOf:16}.domain_strategy,"{""$ref"":""#/$defs/DomainStrategy""}",yes; conditional core requirements still apply,Deprecated: migrated to domain resolver,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L92
$.outbounds[] (Outbound){oneOf:16}.fallback_delay,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L89
$.outbounds[] (Outbound){oneOf:16}.fallback_network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L88
$.outbounds[] (Outbound){oneOf:16}.flow,"{""enum"":["""",""xtls-rprx-vision""],""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vless.go#L21
$.outbounds[] (Outbound){oneOf:16}.inet4_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L70
$.outbounds[] (Outbound){oneOf:16}.inet6_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L71
$.outbounds[] (Outbound){oneOf:16}.multiplex,"{""$ref"":""#/$defs/OutboundMultiplexOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vless.go#L24
$.outbounds[] (Outbound){oneOf:16}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L76
$.outbounds[] (Outbound){oneOf:16}.network,"{""$ref"":""#/$defs/NetworkList""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vless.go#L22
$.outbounds[] (Outbound){oneOf:16}.network_strategy,"{""$ref"":""#/$defs/NetworkStrategy""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L86
$.outbounds[] (Outbound){oneOf:16}.network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L87
$.outbounds[] (Outbound){oneOf:16}.packet_encoding,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vless.go#L26
$.outbounds[] (Outbound){oneOf:16}.protect_path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L73
$.outbounds[] (Outbound){oneOf:16}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L75
$.outbounds[] (Outbound){oneOf:16}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L74
$.outbounds[] (Outbound){oneOf:16}.server,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L149
$.outbounds[] (Outbound){oneOf:16}.server_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L150
$.outbounds[] (Outbound){oneOf:16}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:16}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L78
$.outbounds[] (Outbound){oneOf:16}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L81
$.outbounds[] (Outbound){oneOf:16}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L82
$.outbounds[] (Outbound){oneOf:16}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L79
$.outbounds[] (Outbound){oneOf:16}.tls,"{""$ref"":""#/$defs/OutboundTLSOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L125
$.outbounds[] (Outbound){oneOf:16}.transport,"{""$ref"":""#/$defs/V2RayTransportOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vless.go#L25
$.outbounds[] (Outbound){oneOf:16}.type,"{""const"":""vless""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:16}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L83
$.outbounds[] (Outbound){oneOf:16}.uuid,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vless.go#L20
$.outbounds[] (Outbound){oneOf:17}.alter_id,"{""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L22
$.outbounds[] (Outbound){oneOf:17}.authenticated_length,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L24
$.outbounds[] (Outbound){oneOf:17}.bind_address_no_port,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L72
$.outbounds[] (Outbound){oneOf:17}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L69
$.outbounds[] (Outbound){oneOf:17}.connect_timeout,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L77
$.outbounds[] (Outbound){oneOf:17}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L68
$.outbounds[] (Outbound){oneOf:17}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L80
$.outbounds[] (Outbound){oneOf:17}.domain_resolver,"{""$ref"":""#/$defs/DomainResolveOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L85
$.outbounds[] (Outbound){oneOf:17}.domain_strategy,"{""$ref"":""#/$defs/DomainStrategy""}",yes; conditional core requirements still apply,Deprecated: migrated to domain resolver,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L92
$.outbounds[] (Outbound){oneOf:17}.fallback_delay,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L89
$.outbounds[] (Outbound){oneOf:17}.fallback_network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L88
$.outbounds[] (Outbound){oneOf:17}.global_padding,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L23
$.outbounds[] (Outbound){oneOf:17}.inet4_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L70
$.outbounds[] (Outbound){oneOf:17}.inet6_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L71
$.outbounds[] (Outbound){oneOf:17}.multiplex,"{""$ref"":""#/$defs/OutboundMultiplexOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L28
$.outbounds[] (Outbound){oneOf:17}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L76
$.outbounds[] (Outbound){oneOf:17}.network,"{""$ref"":""#/$defs/NetworkList""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L25
$.outbounds[] (Outbound){oneOf:17}.network_strategy,"{""$ref"":""#/$defs/NetworkStrategy""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L86
$.outbounds[] (Outbound){oneOf:17}.network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L87
$.outbounds[] (Outbound){oneOf:17}.packet_encoding,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L27
$.outbounds[] (Outbound){oneOf:17}.protect_path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L73
$.outbounds[] (Outbound){oneOf:17}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L75
$.outbounds[] (Outbound){oneOf:17}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L74
$.outbounds[] (Outbound){oneOf:17}.security,"{""enum"":["""",""auto"",""none"",""zero"",""aes-128-gcm"",""chacha20-poly1305""],""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L21
$.outbounds[] (Outbound){oneOf:17}.server,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L149
$.outbounds[] (Outbound){oneOf:17}.server_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L150
$.outbounds[] (Outbound){oneOf:17}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:17}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L78
$.outbounds[] (Outbound){oneOf:17}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L81
$.outbounds[] (Outbound){oneOf:17}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L82
$.outbounds[] (Outbound){oneOf:17}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L79
$.outbounds[] (Outbound){oneOf:17}.tls,"{""$ref"":""#/$defs/OutboundTLSOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L125
$.outbounds[] (Outbound){oneOf:17}.transport,"{""$ref"":""#/$defs/V2RayTransportOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L29
$.outbounds[] (Outbound){oneOf:17}.type,"{""const"":""vmess""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:17}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L83
$.outbounds[] (Outbound){oneOf:17}.uuid,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L20
$.route,"{""$ref"":""#/$defs/RouteOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L22
$.route (RouteOptions).auto_detect_interface,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/route.go#L12
$.route (RouteOptions).default_domain_resolver,"{""$ref"":""#/$defs/DomainResolveOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/route.go#L16
$.route (RouteOptions).default_fallback_delay,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/route.go#L20
$.route (RouteOptions).default_fallback_network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/route.go#L19
