configuration_path,shape_and_values,optional,constraints,source
$.inbounds[] (Inbound){oneOf:10}.listen_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L68
$.inbounds[] (Inbound){oneOf:10}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L72
$.inbounds[] (Inbound){oneOf:10}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L71
$.inbounds[] (Inbound){oneOf:10}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L70
$.inbounds[] (Inbound){oneOf:10}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:10}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L76
$.inbounds[] (Inbound){oneOf:10}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L74
$.inbounds[] (Inbound){oneOf:10}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L75
$.inbounds[] (Inbound){oneOf:10}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L77
$.inbounds[] (Inbound){oneOf:10}.type,"{""const"":""socks""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:10}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L78
$.inbounds[] (Inbound){oneOf:10}.udp_timeout,"{""$ref"":""#/$defs/UDPTimeoutCompat""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L80
$.inbounds[] (Inbound){oneOf:10}.users,"{""items"":{""$ref"":""#/$defs/auth_User""},""type"":""array""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/simple.go#L10
$.inbounds[] (Inbound){oneOf:11}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L69
$.inbounds[] (Inbound){oneOf:11}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L81
$.inbounds[] (Inbound){oneOf:11}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L73
$.inbounds[] (Inbound){oneOf:11}.listen,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L67
$.inbounds[] (Inbound){oneOf:11}.listen_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L68
$.inbounds[] (Inbound){oneOf:11}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L72
$.inbounds[] (Inbound){oneOf:11}.network,"{""$ref"":""#/$defs/NetworkList""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/redir.go#L9
$.inbounds[] (Inbound){oneOf:11}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L71
$.inbounds[] (Inbound){oneOf:11}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L70
$.inbounds[] (Inbound){oneOf:11}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:11}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L76
$.inbounds[] (Inbound){oneOf:11}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L74
$.inbounds[] (Inbound){oneOf:11}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L75
$.inbounds[] (Inbound){oneOf:11}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L77
$.inbounds[] (Inbound){oneOf:11}.type,"{""const"":""tproxy""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:11}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L78
$.inbounds[] (Inbound){oneOf:11}.udp_timeout,"{""$ref"":""#/$defs/UDPTimeoutCompat""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L80
$.inbounds[] (Inbound){oneOf:12}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L69
$.inbounds[] (Inbound){oneOf:12}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L81
$.inbounds[] (Inbound){oneOf:12}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L73
$.inbounds[] (Inbound){oneOf:12}.fallback,"{""$ref"":""#/$defs/ServerOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L7
$.inbounds[] (Inbound){oneOf:12}.fallback (ServerOptions).server,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L149
$.inbounds[] (Inbound){oneOf:12}.fallback (ServerOptions).server_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L150
$.inbounds[] (Inbound){oneOf:12}.fallback_for_alpn,"{""additionalProperties"":{""$ref"":""#/$defs/ServerOptions""},""type"":""object""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L8
$.inbounds[] (Inbound){oneOf:12}.listen,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L67
$.inbounds[] (Inbound){oneOf:12}.listen_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L68
$.inbounds[] (Inbound){oneOf:12}.multiplex,"{""$ref"":""#/$defs/InboundMultiplexOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L9
$.inbounds[] (Inbound){oneOf:12}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L72
$.inbounds[] (Inbound){oneOf:12}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L71
$.inbounds[] (Inbound){oneOf:12}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L70
$.inbounds[] (Inbound){oneOf:12}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:12}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L76
$.inbounds[] (Inbound){oneOf:12}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L74
$.inbounds[] (Inbound){oneOf:12}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L75
$.inbounds[] (Inbound){oneOf:12}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L77
$.inbounds[] (Inbound){oneOf:12}.tls,"{""$ref"":""#/$defs/InboundTLSOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L81
$.inbounds[] (Inbound){oneOf:12}.transport,"{""$ref"":""#/$defs/V2RayTransportOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L10
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:0}.idle_timeout,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L90
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:0}.permit_without_stream,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L92
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:0}.ping_timeout,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L91
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:0}.service_name,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L89
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:0}.type,"{""const"":""grpc""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L10
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:1}.headers,"{""additionalProperties"":{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]},""type"":""object""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L74
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:1}.host,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L71
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:1}.idle_timeout,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L75
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:1}.method,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L73
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:1}.path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L72
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:1}.ping_timeout,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L76
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:1}.type,"{""const"":""http""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L10
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:2}.headers,"{""additionalProperties"":{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]},""type"":""object""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L99
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:2}.host,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L97
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:2}.path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L98
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:2}.type,"{""const"":""httpupgrade""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L10
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:3}.type,"{""const"":""quic""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L10
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:4}.early_data_header_name,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L83
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:4}.headers,"{""additionalProperties"":{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]},""type"":""object""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L81
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:4}.max_early_data,"{""maximum"":4294967295,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L82
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:4}.path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/v2ray_transport.go#L80
$.inbounds[] (Inbound){oneOf:12}.transport (V2RayTransportOptions){oneOf:4}.type,"{""const"":""ws""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L10
$.inbounds[] (Inbound){oneOf:12}.type,"{""const"":""trojan""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:12}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L78
$.inbounds[] (Inbound){oneOf:12}.udp_timeout,"{""$ref"":""#/$defs/UDPTimeoutCompat""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L80
$.inbounds[] (Inbound){oneOf:12}.users,"{""items"":{""$ref"":""#/$defs/TrojanUser""},""type"":""array""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L5
$.inbounds[] (Inbound){oneOf:12}.users[] (TrojanUser).name,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L14
$.inbounds[] (Inbound){oneOf:12}.users[] (TrojanUser).password,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L15
$.inbounds[] (Inbound){oneOf:13}.auth_timeout,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L9
$.inbounds[] (Inbound){oneOf:13}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L69
$.inbounds[] (Inbound){oneOf:13}.congestion_control,"{""enum"":["""",""cubic"",""new_reno"",""bbr""],""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L8
$.inbounds[] (Inbound){oneOf:13}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L81
$.inbounds[] (Inbound){oneOf:13}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L73
$.inbounds[] (Inbound){oneOf:13}.heartbeat,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L11
$.inbounds[] (Inbound){oneOf:13}.listen,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L67
$.inbounds[] (Inbound){oneOf:13}.listen_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L68
$.inbounds[] (Inbound){oneOf:13}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L72
$.inbounds[] (Inbound){oneOf:13}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L71
$.inbounds[] (Inbound){oneOf:13}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L70
$.inbounds[] (Inbound){oneOf:13}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:13}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L76
$.inbounds[] (Inbound){oneOf:13}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L74
$.inbounds[] (Inbound){oneOf:13}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L75
$.inbounds[] (Inbound){oneOf:13}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L77
$.inbounds[] (Inbound){oneOf:13}.tls,"{""$ref"":""#/$defs/InboundTLSOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L81
$.inbounds[] (Inbound){oneOf:13}.type,"{""const"":""tuic""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:13}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L78
$.inbounds[] (Inbound){oneOf:13}.udp_timeout,"{""$ref"":""#/$defs/UDPTimeoutCompat""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L80
$.inbounds[] (Inbound){oneOf:13}.users,"{""items"":{""$ref"":""#/$defs/TUICUser""},""type"":""array""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L7
$.inbounds[] (Inbound){oneOf:13}.users[] (TUICUser).name,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L16
$.inbounds[] (Inbound){oneOf:13}.users[] (TUICUser).password,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L18
$.inbounds[] (Inbound){oneOf:13}.users[] (TUICUser).uuid,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L17
$.inbounds[] (Inbound){oneOf:13}.zero_rtt_handshake,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L10
$.inbounds[] (Inbound){oneOf:14}.address,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L16
$.inbounds[] (Inbound){oneOf:14}.auto_redirect,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L20
$.inbounds[] (Inbound){oneOf:14}.auto_redirect_input_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L21
$.inbounds[] (Inbound){oneOf:14}.auto_redirect_iproute2_fallback_rule_index,"{""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L25
$.inbounds[] (Inbound){oneOf:14}.auto_redirect_nfqueue,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L24
$.inbounds[] (Inbound){oneOf:14}.auto_redirect_output_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L22
$.inbounds[] (Inbound){oneOf:14}.auto_redirect_reset_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L23
$.inbounds[] (Inbound){oneOf:14}.auto_route,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L17
$.inbounds[] (Inbound){oneOf:14}.exclude_interface,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L34
$.inbounds[] (Inbound){oneOf:14}.exclude_mptcp,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L26
$.inbounds[] (Inbound){oneOf:14}.exclude_package,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L41
$.inbounds[] (Inbound){oneOf:14}.exclude_uid,"{""anyOf"":[{""maximum"":4294967295,""minimum"":0,""type"":""integer""},{""items"":{""maximum"":4294967295,""minimum"":0,""type"":""integer""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L37
$.inbounds[] (Inbound){oneOf:14}.exclude_uid_range,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L38
$.inbounds[] (Inbound){oneOf:14}.include_android_user,"{""anyOf"":[{""type"":""integer""},{""items"":{""type"":""integer""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L39
$.inbounds[] (Inbound){oneOf:14}.include_interface,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L33
$.inbounds[] (Inbound){oneOf:14}.include_package,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L40
$.inbounds[] (Inbound){oneOf:14}.include_uid,"{""anyOf"":[{""maximum"":4294967295,""minimum"":0,""type"":""integer""},{""items"":{""maximum"":4294967295,""minimum"":0,""type"":""integer""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L35
$.inbounds[] (Inbound){oneOf:14}.include_uid_range,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L36
$.inbounds[] (Inbound){oneOf:14}.interface_name,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L14
$.inbounds[] (Inbound){oneOf:14}.iproute2_rule_index,"{""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L19
$.inbounds[] (Inbound){oneOf:14}.iproute2_table_index,"{""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L18
$.inbounds[] (Inbound){oneOf:14}.loopback_address,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L27
$.inbounds[] (Inbound){oneOf:14}.mtu,"{""maximum"":4294967295,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L15
$.inbounds[] (Inbound){oneOf:14}.platform,"{""$ref"":""#/$defs/TunPlatformOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L44
$.inbounds[] (Inbound){oneOf:14}.platform (TunPlatformOptions).http_proxy,"{""$ref"":""#/$defs/HTTPProxyOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun_platform.go#L6
$.inbounds[] (Inbound){oneOf:14}.platform (TunPlatformOptions).http_proxy (HTTPProxyOptions).bypass_domain,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun_platform.go#L12
